NAME	NES	FDR.q.val
GO_KERATINIZATION	2.392598	0
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.336338	0
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.335225	0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.3178144	0.00029470687
KEGG_RIBOSOME	2.3028724	0.0002357655
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	2.289942	0.00019647124
REACTOME_CELL_JUNCTION_ORGANIZATION	2.2884243	0.00016840392
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	2.285314	0.00014735344
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	2.276473	0.00013098083
REACTOME_KERATINIZATION	2.2738593	0.00011788275
GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS	2.2608452	0.00021242334
GO_CORNIFICATION	2.2589564	0.00019472139
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.2520487	0.00017974283
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	2.2400386	0.00041904926
GO_O_GLYCAN_PROCESSING	2.2237914	0.00047060638
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	2.1793773	0.0010220229
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	2.1655986	0.001374459
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	2.1426108	0.0020827902
GO_AMINOGLYCAN_METABOLIC_PROCESS	2.1276722	0.0030199091
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	2.1208453	0.0032185751
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	2.1119714	0.0035114845
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	2.0981688	0.0045240475
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	2.0962288	0.0044279303
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	2.093488	0.004438063
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	2.0922506	0.0043539223
GO_EPIDERMAL_CELL_DIFFERENTIATION	2.071937	0.005711083
REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	2.065856	0.006103763
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	2.0472636	0.008431149
GO_SKIN_DEVELOPMENT	2.0420077	0.009150757
GO_PROTEIN_O_LINKED_GLYCOSYLATION	2.035033	0.0101337535
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	2.033306	0.01029559
REACTOME_SELENOAMINO_ACID_METABOLISM	2.031626	0.010155235
REACTOME_RRNA_PROCESSING	2.0292623	0.01012903
GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	2.0289164	0.0098311175
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	2.0259213	0.009785226
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	2.00744	0.012928026
REACTOME_CELL_CELL_COMMUNICATION	2.0046384	0.012991139
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	2.0012665	0.013389569
GO_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	2.0010283	0.013046246
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	1.9968556	0.013130891
GO_EPIDERMIS_DEVELOPMENT	1.9825866	0.016124764
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1.9823512	0.015768813
GO_REGULATION_OF_PEPTIDASE_ACTIVITY	1.9742166	0.016815925
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION	1.9716192	0.01709458
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	1.9689718	0.017441463
REACTOME_CHOLESTEROL_BIOSYNTHESIS	1.963062	0.018691495
REACTOME_DEGRADATION_OF_DVL	1.959734	0.019165594
GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	1.9573516	0.01920725
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	1.9404149	0.02359708
