NAME	NES	FDR.q.val
KEGG_GRAFT_VERSUS_HOST_DISEASE	2.0737996	0.035938885
KEGG_AUTOIMMUNE_THYROID_DISEASE	2.0608203	0.02353773
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	2.058631	0.016834283
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	2.0272217	0.02181382
KEGG_TYPE_I_DIABETES_MELLITUS	2.001515	0.029762888
GO_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	1.9998833	0.025086962
KEGG_ALLOGRAFT_REJECTION	1.9903572	0.025301628
REACTOME_COLLAGEN_FORMATION	1.9690562	0.03263148
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	1.9653412	0.031188414
GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	1.9639555	0.029013565
GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	1.9248381	0.051815618
GO_POSITIVE_REGULATION_OF_CELL_KILLING	1.9033793	0.066342
GO_KERATINIZATION	1.9000406	0.06400851
GO_CORNIFICATION	1.8916575	0.06708448
GO_NEGATIVE_REGULATION_OF_CELL_KILLING	1.8815838	0.073251046
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	1.8802917	0.069955654
GO_T_CELL_MEDIATED_CYTOTOXICITY	1.8774759	0.06805777
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	1.8769606	0.06493959
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.8744771	0.06404542
GO_POSITIVE_REGULATION_OF_COAGULATION	1.8731004	0.062337995
GO_REGULATION_OF_PROTEIN_MATURATION	1.8699665	0.061816044
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.8681082	0.06099248
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	1.8680007	0.058377724
GO_REGULATION_OF_CELL_KILLING	1.8647238	0.058511324
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	1.8645701	0.056239404
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	1.8639954	0.054440033
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.8612864	0.054231893
GO_REGULATION_OF_SPROUTING_ANGIOGENESIS	1.8587959	0.054309618
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	1.8580868	0.053000115
REACTOME_KERATINIZATION	1.8531698	0.054743644
GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1.8521478	0.05369476
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	1.8504603	0.05348876
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	1.8457146	0.055604536
GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.8288734	0.06836858
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	1.8250831	0.069695435
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	1.8213507	0.07104705
GO_POSITIVE_REGULATION_OF_WOUND_HEALING	1.8195763	0.07063277
GO_REGULATION_OF_RESPONSE_TO_WOUNDING	1.814474	0.073579974
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	1.8143718	0.07186906
GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1.8024065	0.082421824
GO_REGULATION_OF_WOUND_HEALING	1.8006934	0.082562126
GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	1.8003559	0.08086085
