NAME	NES	FDR.q.val
GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	2.269015	0.036535762
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	2.1372821	0.07838076
GO_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	2.021091	0.14002016
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	2.0023143	0.12394485
GO_FEEDING_BEHAVIOR	1.9861261	0.11394009
GO_REGULATION_OF_DNA_REPLICATION	1.9239833	0.15299392
GO_RECOMBINATIONAL_REPAIR	1.9184364	0.13740693
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	1.914733	0.124661274
GO_HISTONE_H2A_UBIQUITINATION	1.824865	0.21138841
REACTOME_INSULIN_PROCESSING	1.8129685	0.20605092
GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION	1.801839	0.20286384
GO_G0_TO_G1_TRANSITION	1.7604697	0.24186242
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	1.7601415	0.22414073
GO_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM	1.7562662	0.21316685
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	1.7502104	0.20645629
GO_HISTONE_MONOUBIQUITINATION	1.7502098	0.19355279
GO_MITOTIC_SISTER_CHROMATID_COHESION	1.735726	0.19981207
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	1.7319839	0.19453
GO_SISTER_CHROMATID_COHESION	1.7014587	0.22196528
GO_BRAIN_MORPHOGENESIS	1.6936144	0.22136462
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	1.6834836	0.22358523
GO_VESICLE_CARGO_LOADING	1.6832743	0.21353303
GO_HISTONE_H2A_MONOUBIQUITINATION	1.6790653	0.20894125
GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT	1.6577483	0.2302486
GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT	1.6427721	0.24229753
