NAME	NES	FDR.q.val
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	2.811697	0
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	2.708597	0
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	2.7077508	0
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	2.6767993	0
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	2.6758268	0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	2.6503654	0
REACTOME_COLLAGEN_FORMATION	2.6239026	0
GO_HUMORAL_IMMUNE_RESPONSE	2.6129408	0
GO_RESPONSE_TO_INTERFERON_GAMMA	2.6117795	0
REACTOME_ECM_PROTEOGLYCANS	2.6011415	0
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	2.594683	0
GO_INFLAMMATORY_RESPONSE	2.5917487	0
REACTOME_ELASTIC_FIBRE_FORMATION	2.5859103	0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.574879	0
GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	2.5501597	0
GO_RESPONSE_TO_TYPE_I_INTERFERON	2.544154	0
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	2.5222254	0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.5127776	0
REACTOME_INTERFERON_GAMMA_SIGNALING	2.5068703	0
REACTOME_INFLUENZA_INFECTION	2.5035653	0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.5035267	0
GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	2.5013967	0
GO_CYTOKINE_METABOLIC_PROCESS	2.5000095	0
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	2.4905684	0
GO_COMPLEMENT_ACTIVATION	2.4830463	0
GO_FIBROBLAST_PROLIFERATION	2.4754157	0
KEGG_RIBOSOME	2.4718282	0
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	2.4712477	0
GO_INTERLEUKIN_8_PRODUCTION	2.4646544	0
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	2.460484	0
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	2.4562523	0
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	2.4534993	0
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	2.449173	0
REACTOME_INTERFERON_SIGNALING	2.4487896	0
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	2.4467883	0
GO_RESPONSE_TO_BACTERIUM	2.4447227	0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	2.4440012	0
GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	2.440961	0
GO_T_CELL_PROLIFERATION	2.4390726	0
GO_ADAPTIVE_IMMUNE_RESPONSE	2.4370253	0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.4363632	0
GO_COLLAGEN_FIBRIL_ORGANIZATION	2.43418	0
KEGG_P53_SIGNALING_PATHWAY	2.434078	0
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	2.4339778	0
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	2.4247465	0
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	2.424662	0
GO_RESPONSE_TO_VIRUS	2.4161096	0
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	2.4097755	0
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	2.409754	0
GO_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	2.4088936	0
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	2.399524	0
GO_CONNECTIVE_TISSUE_DEVELOPMENT	2.3962128	0
GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	2.3935335	0
GO_DEFENSE_RESPONSE_TO_VIRUS	2.3922455	0
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	2.391231	0
GO_VIRAL_GENE_EXPRESSION	2.3840203	0
GO_CARTILAGE_DEVELOPMENT	2.3784223	0
GO_DEFENSE_RESPONSE_TO_BACTERIUM	2.3699923	0
REACTOME_COMPLEMENT_CASCADE	2.3646622	0
REACTOME_INTERLEUKIN_10_SIGNALING	2.3636117	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	2.3624895	0
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	2.3560154	2.903657e-05
GO_B_CELL_MEDIATED_IMMUNITY	2.3499784	2.8575672e-05
REACTOME_SELENOAMINO_ACID_METABOLISM	2.3438299	2.8129178e-05
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	2.3425035	2.769642e-05
GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	2.3400497	2.7276777e-05
KEGG_ECM_RECEPTOR_INTERACTION	2.3381677	2.6869662e-05
GO_LEUKOCYTE_PROLIFERATION	2.3361695	2.647452e-05
GO_REGULATION_OF_COAGULATION	2.3302162	2.6090831e-05
GO_BLOOD_VESSEL_MORPHOGENESIS	2.329372	2.5718104e-05
REACTOME_COLLAGEN_DEGRADATION	2.328181	2.5355877e-05
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	2.3268764	2.5003712e-05
GO_AORTA_MORPHOGENESIS	2.324898	2.4661196e-05
GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	2.323391	2.4327937e-05
REACTOME_DNA_STRAND_ELONGATION	2.3233426	2.4003564e-05
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	2.3187172	2.3687728e-05
GO_INTERLEUKIN_8_SECRETION	2.3185365	2.3380095e-05
GO_LYMPHOCYTE_MEDIATED_IMMUNITY	2.3161693	2.308035e-05
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	2.3128605	2.2788194e-05
GO_CYTOKINE_PRODUCTION	2.3040822	2.2503342e-05
REACTOME_SYNDECAN_INTERACTIONS	2.2968798	2.2225522e-05
GO_NEGATIVE_REGULATION_OF_COAGULATION	2.2956488	2.195448e-05
GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	2.288524	4.291211e-05
GO_ARTERY_MORPHOGENESIS	2.2863815	4.240125e-05
GO_ACUTE_INFLAMMATORY_RESPONSE	2.2842546	4.1902415e-05
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2.2808414	4.1415176e-05
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	2.2765968	6.202629e-05
GO_POSITIVE_REGULATION_OF_HEMOPOIESIS	2.2762651	6.132144e-05
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	2.2742176	6.063244e-05
GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	2.2698936	5.9958747e-05
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	2.2697444	5.929986e-05
GO_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	2.2695286	5.8655296e-05
GO_LEUKOCYTE_MIGRATION	2.2689626	5.8024594e-05
KEGG_CELL_CYCLE	2.2687774	5.740731e-05
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	2.2653997	5.6803023e-05
REACTOME_LAMININ_INTERACTIONS	2.2604134	7.4790354e-05
GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	2.2543902	7.401931e-05
REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	2.253736	7.326402e-05
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	2.249551	7.252397e-05
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	2.2457817	8.9575784e-05
GO_ENDODERM_DEVELOPMENT	2.2456567	8.8688896e-05
GO_ARTERY_DEVELOPMENT	2.2420897	8.78194e-05
GO_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	2.2420518	8.696678e-05
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	2.2383573	0.000103023296
GO_INTERLEUKIN_1_BETA_PRODUCTION	2.236224	0.00010204212
GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT	2.2361658	0.00010107946
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	2.235453	0.00010013479
GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	2.23341	9.920762e-05
REACTOME_RRNA_PROCESSING	2.229152	9.829745e-05
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	2.221565	0.00012993
GO_MESENCHYME_MORPHOGENESIS	2.221108	0.00012875946
GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	2.2172458	0.00015846439
GO_INTERLEUKIN_2_PRODUCTION	2.2170026	0.00015706205
GO_REGULATORY_T_CELL_DIFFERENTIATION	2.2158492	0.0001556843
GO_ENDODERM_FORMATION	2.2157567	0.00015433054
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	2.215369	0.0001530001
GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	2.2119298	0.00015169241
GO_T_CELL_ACTIVATION	2.2082994	0.00016523739
GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	2.2081404	0.00016384883
GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE	2.2072487	0.00017686136
GO_AORTA_DEVELOPMENT	2.205222	0.00017539969
KEGG_LEISHMANIA_INFECTION	2.2020993	0.00017396199
REACTOME_NEUTROPHIL_DEGRANULATION	2.2010448	0.00017254766
GO_NIK_NF_KAPPAB_SIGNALING	2.1999948	0.00017115615
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	2.1979818	0.0001697869
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	2.1905613	0.00021106994
GO_LEUKOCYTE_CELL_CELL_ADHESION	2.190559	0.00020940797
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	2.1897302	0.00020777197
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	2.1892204	0.00020616133
GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	2.1875012	0.00020457548
GO_REGULATION_OF_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM	2.1874745	0.00020301383
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.1831052	0.00021469052
REACTOME_CHROMOSOME_MAINTENANCE	2.1784894	0.0002130763
GO_CELL_KILLING	2.178062	0.00021148619
GO_RESPONSE_TO_INTERFERON_BETA	2.1777475	0.00020991961
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	2.1765287	0.00020837609
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	2.1729996	0.00021962883
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	2.169974	0.00023011462
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	2.1685433	0.0002284591
REACTOME_MET_PROMOTES_CELL_MOTILITY	2.1660628	0.00022682725
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	2.162233	0.00025017295
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	2.161027	0.00024841118
KEGG_DNA_REPLICATION	2.1567998	0.00025893567
GO_INTERFERON_GAMMA_PRODUCTION	2.1557217	0.00025713752
GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	2.1556253	0.00025536417
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	2.155217	0.0002536151
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	2.1547039	0.0002518898
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	2.1533298	0.00025018785
GO_REGULATION_OF_VIRAL_LIFE_CYCLE	2.1532867	0.00024850873
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	2.1531558	0.00024685203
GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	2.1507852	0.00025702128
GO_DNA_DEPENDENT_DNA_REPLICATION	2.149607	0.00025533035
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	2.1468675	0.0002536615
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	2.1460912	0.00025201438
GO_OSSIFICATION	2.1452782	0.00025038846
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	2.143681	0.00026026226
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	2.1423717	0.00025860453
GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	2.1417272	0.0002684001
GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS	2.1413052	0.00027741934
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	2.1405296	0.00028634604
GO_MYELOID_LEUKOCYTE_ACTIVATION	2.1398835	0.0002845675
GO_LEUKOCYTE_DIFFERENTIATION	2.1387854	0.00029388673
REACTOME_MITOTIC_G1_G1_S_PHASES	2.1385362	0.00029208374
GO_ENTRY_INTO_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	2.138253	0.00029030273
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.137818	0.00028854332
GO_CELL_CYCLE_G1_S_PHASE_TRANSITION	2.1374846	0.0002868051
GO_LYMPHOCYTE_ACTIVATION	2.135465	0.00029583182
GO_DNA_REPLICATION	2.133109	0.0003046177
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	2.1330402	0.0003028152
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	2.1318266	0.00030103396
GO_TYPE_I_INTERFERON_PRODUCTION	2.1317005	0.00029927352
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_CELL_CYCLE_CHECKPOINT	2.1286445	0.00031813147
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	2.128588	0.00031629254
GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	2.1265864	0.00031447478
GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	2.1253626	0.00031267776
GO_REGULATION_OF_CELL_ACTIVATION	2.1252785	0.0003109012
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	2.1248598	0.00030914467
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	2.1243281	0.00030740793
GO_REGULATION_OF_B_CELL_ACTIVATION	2.123115	0.00030569054
GO_REGULATION_OF_MULTI_ORGANISM_PROCESS	2.1187484	0.0003136956
GO_REGULATION_OF_HEMOPOIESIS	2.1181588	0.0003218888
GO_INTERLEUKIN_1_PRODUCTION	2.1176848	0.0003201202
GO_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	2.1176078	0.00031837088
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	2.1144433	0.00033536187
GO_LYMPHOCYTE_DIFFERENTIATION	2.1143787	0.00033354908
GO_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	2.114344	0.00033175584
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	2.1137357	0.0003299817
GO_CELL_CYCLE_CHECKPOINT	2.1102662	0.00036597444
GO_ACTIVATION_OF_IMMUNE_RESPONSE	2.1096225	0.00036403805
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	2.107039	0.0003716353
REACTOME_DNA_REPLICATION	2.1041045	0.00039755565
GO_POSITIVE_REGULATION_OF_CELL_ADHESION	2.1035862	0.00040486144
GO_RESPONSE_TO_IONIZING_RADIATION	2.103406	0.00040276366
