NAME	NES	FDR.q.val
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	2.6555653	0
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	2.586338	0
REACTOME_INTERFERON_GAMMA_SIGNALING	2.583306	0
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	2.5797307	0
KEGG_LEISHMANIA_INFECTION	2.5616596	0
GO_RESPONSE_TO_INTERFERON_GAMMA	2.5615964	0
GO_NEUTROPHIL_MIGRATION	2.548851	0
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	2.5260544	0
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.5241113	0
GO_GRANULOCYTE_MIGRATION	2.5208492	0
REACTOME_COLLAGEN_DEGRADATION	2.5151827	0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	2.5050244	0
REACTOME_COLLAGEN_FORMATION	2.4912748	0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	2.4900107	0
GO_MYELOID_LEUKOCYTE_MIGRATION	2.4897976	0
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	2.4861906	0
GO_BLOOD_VESSEL_MORPHOGENESIS	2.477077	0
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	2.458068	0
GO_INTERLEUKIN_8_PRODUCTION	2.4501095	0
REACTOME_INTERLEUKIN_10_SIGNALING	2.4433863	0
GO_INTERLEUKIN_6_PRODUCTION	2.4431489	0
REACTOME_NEUTROPHIL_DEGRANULATION	2.4346097	0
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.4309947	0
REACTOME_INTERFERON_SIGNALING	2.4076328	0
GO_LEUKOCYTE_MIGRATION	2.4066522	0
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	2.4060833	0
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.400728	0
GO_CYTOKINE_SECRETION	2.392335	0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.3903067	0
GO_RESPONSE_TO_TYPE_I_INTERFERON	2.3701687	0
GO_LEUKOCYTE_CHEMOTAXIS	2.3689327	0
REACTOME_ECM_PROTEOGLYCANS	2.3658779	0
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2.3657496	0
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	2.3643386	0
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	2.3592098	0
GO_CHEMOKINE_PRODUCTION	2.3588703	0
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	2.3540342	0
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	2.353342	0
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	2.3522549	0
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	2.3375173	0
GO_MACROPHAGE_ACTIVATION	2.3347814	0
