NAME	NES	FDR.q.val
GO_CARDIAC_CONDUCTION	1.9839102	0.29363078
REACTOME_CARDIAC_CONDUCTION	1.9635767	0.219035
GO_COLLAGEN_FIBRIL_ORGANIZATION	1.9439492	0.19957429
REACTOME_ION_HOMEOSTASIS	1.9307096	0.18048199
GO_REGULATION_OF_CARDIAC_CONDUCTION	1.9021493	0.21705627
REACTOME_MUSCLE_CONTRACTION	1.8782752	0.2504213
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	1.8559287	0.2883153
KEGG_BASAL_CELL_CARCINOMA	1.8527077	0.2633983
GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	1.8447667	0.25836682
KEGG_CELL_ADHESION_MOLECULES_CAMS	1.8424449	0.23815076
GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	1.8388478	0.22672619
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.8388361	0.20783234
GO_RESPIRATORY_SYSTEM_DEVELOPMENT	1.8278087	0.21895331
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1.815672	0.2341037
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	1.8143668	0.2216672
GO_LABYRINTHINE_LAYER_DEVELOPMENT	1.7946099	0.26136887
GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	1.7912887	0.25496402
KEGG_ABC_TRANSPORTERS	1.7756065	0.28777656
KEGG_AUTOIMMUNE_THYROID_DISEASE	1.7687703	0.293016
GO_SKELETAL_MUSCLE_CONTRACTION	1.7683228	0.27971402
GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	1.7639505	0.2784056
GO_LYMPHOCYTE_COSTIMULATION	1.7503653	0.3060844
REACTOME_ECM_PROTEOGLYCANS	1.7498311	0.29395157
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	1.7481846	0.2863528
GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID	1.743422	0.28864378
GO_FOREBRAIN_GENERATION_OF_NEURONS	1.7417581	0.282756
GO_REGULATION_OF_COAGULATION	1.722167	0.33186036
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	1.717906	0.33359975
GO_HEAD_MORPHOGENESIS	1.7001952	0.38135818
GO_RETINA_HOMEOSTASIS	1.6973927	0.37829614
GO_REGULATION_OF_AXON_GUIDANCE	1.6938467	0.3785953
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.6917646	0.37442917
GO_INNER_EAR_MORPHOGENESIS	1.6895162	0.3710546
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	1.6883378	0.36423966
