NAME	NES	FDR.q.val
REACTOME_RRNA_PROCESSING	2.8289094	0
REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	2.81205	0
GO_RIBOSOME_BIOGENESIS	2.7946303	0
REACTOME_TRANSLATION	2.7439828	0
REACTOME_DNA_REPLICATION	2.6559749	0
REACTOME_INFLUENZA_INFECTION	2.6416419	0
GO_RRNA_METABOLIC_PROCESS	2.6321437	0
REACTOME_DNA_REPLICATION_PRE_INITIATION	2.6086123	0
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	2.5933511	0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	2.5772066	0
GO_NCRNA_METABOLIC_PROCESS	2.5760708	0
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	2.57244	0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	2.5492132	0
REACTOME_S_PHASE	2.5208836	0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.5109048	0
REACTOME_SELENOAMINO_ACID_METABOLISM	2.5091755	0
KEGG_RIBOSOME	2.5031009	0
GO_NCRNA_PROCESSING	2.5010982	0
REACTOME_MITOTIC_G1_G1_S_PHASES	2.5010417	0
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	2.4969273	0
GO_DNA_DEPENDENT_DNA_REPLICATION	2.4934928	0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.4898412	0
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	2.480689	0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.464328	0
GO_OXIDATIVE_PHOSPHORYLATION	2.4599137	0
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	2.4285173	0
GO_TRANSLATIONAL_TERMINATION	2.427868	0
