NAME	NES	FDR.q.val
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.073637	0.028166229
GO_INTERFERON_ALPHA_PRODUCTION	2.0071807	0.07751693
GO_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	1.9964201	0.061066076
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	1.9634082	0.08363672
GO_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	1.94516	0.08590107
GO_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	1.9347956	0.086317584
GO_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	1.9329817	0.07560574
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	1.9062753	0.099896595
REACTOME_INSULIN_PROCESSING	1.9012895	0.09619504
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	1.8765947	0.11945754
GO_RESPONSE_TO_TYPE_I_INTERFERON	1.8723216	0.1156934
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	1.8710879	0.10817717
GO_O_GLYCAN_PROCESSING	1.8619671	0.11662461
GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.8523263	0.124413006
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1.8145039	0.18963945
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	1.8108203	0.18695776
GO_STRIATED_MUSCLE_CELL_PROLIFERATION	1.7743299	0.27390912
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.7606143	0.30838636
GO_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	1.7551004	0.31110948
GO_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	1.7506956	0.31125024
GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	1.7313623	0.36928517
GO_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	1.7275968	0.3674061
GO_TUMOR_NECROSIS_FACTOR_SECRETION	1.7258605	0.35825408
GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.7258167	0.34352386
GO_ACTIVATION_OF_MAPKK_ACTIVITY	1.72312	0.3398151
GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	1.7220654	0.33071813
GO_INTERFERON_BETA_PRODUCTION	1.7178402	0.33406448
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	1.703356	0.37802598
GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	1.6998061	0.37938368
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.6936326	0.39074025
GO_TIGHT_JUNCTION_ORGANIZATION	1.6913521	0.3879909
GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	1.6866916	0.39493817
REACTOME_METAL_ION_SLC_TRANSPORTERS	1.6863818	0.3841388
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	1.6807942	0.3946651
GO_GLUCOSE_IMPORT	1.6766222	0.4005523
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.6760715	0.39214018
KEGG_LONG_TERM_POTENTIATION	1.6713381	0.40116844
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1.6690038	0.39968887
GO_ZINC_ION_TRANSPORT	1.6643455	0.40909445
GO_ORGANELLE_MEMBRANE_FUSION	1.6579163	0.42843658
GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	1.6561339	0.4259922
GO_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	1.6511077	0.43784538
GO_NEGATIVE_REGULATION_OF_EXOCYTOSIS	1.6493286	0.43577036
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	1.6431195	0.45368272
REACTOME_MEIOTIC_SYNAPSIS	1.640065	0.457748
GO_APICAL_JUNCTION_ASSEMBLY	1.6389943	0.45218822
GO_PROTEIN_AUTOUBIQUITINATION	1.6233965	0.5149863
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	1.6212757	0.51542324
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	1.6202413	0.5105232
GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1.6138861	0.5317503
REACTOME_IRS_MEDIATED_SIGNALLING	1.6125026	0.5286773
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	1.6119645	0.5213295
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	1.609853	0.5218174
GO_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	1.6068263	0.52688015
GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.6047572	0.5282393
GO_CENTROSOME_DUPLICATION	1.6037948	0.52409637
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.6017268	0.5247164
GO_PHOSPHOLIPID_TRANSPORT	1.6015446	0.5164642
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1.5997933	0.5159612
GO_RIG_I_SIGNALING_PATHWAY	1.5990162	0.5113131
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	1.5989286	0.503333
REACTOME_DAG_AND_IP3_SIGNALING	1.5985835	0.49665394
GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	1.5950512	0.5047372
GO_INTERLEUKIN_6_SECRETION	1.5928323	0.5067911
REACTOME_INTERFERON_SIGNALING	1.5865151	0.5293541
GO_MICROTUBULE_DEPOLYMERIZATION	1.5856138	0.5259488
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	1.5838089	0.5267715
REACTOME_MEIOSIS	1.5818635	0.52835643
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1.5788407	0.5359197
GO_CARDIAC_MUSCLE_CELL_PROLIFERATION	1.5785705	0.5293387
GO_SISTER_CHROMATID_COHESION	1.5777581	0.52576375
REACTOME_MYOGENESIS	1.5760014	0.5265852
GO_T_CELL_MEDIATED_IMMUNITY	1.5722233	0.53615385
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.5710253	0.5343366
GO_HIPPO_SIGNALING	1.5703152	0.5305226
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	1.5693109	0.52817947
GO_VESICLE_ORGANIZATION	1.5673892	0.5305286
GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY	1.5665648	0.5273576
GO_MITOTIC_SISTER_CHROMATID_COHESION	1.5656571	0.52486
GO_REGULATION_OF_MUSCLE_HYPERTROPHY	1.5625726	0.53307873
GO_DOSAGE_COMPENSATION	1.5622152	0.52828836
GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT	1.559997	0.5324278
GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	1.5577673	0.53697723
GO_GUANOSINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1.554526	0.5457993
GO_ORGANELLE_FUSION	1.5538242	0.54263014
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	1.5521845	0.54447484
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.550708	0.5451111
REACTOME_COMPLEMENT_CASCADE	1.549699	0.5435125
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1.5463991	0.5525656
GO_INTERMEDIATE_FILAMENT_BASED_PROCESS	1.5458041	0.5494049
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	1.5455484	0.54462767
GO_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	1.5431961	0.55006176
GO_MUSCLE_HYPERTROPHY	1.542122	0.54925287
GO_GOLGI_ORGANIZATION	1.5415078	0.5461114
GO_PROTEIN_K48_LINKED_UBIQUITINATION	1.5400575	0.5469334
GO_DEFENSE_RESPONSE_TO_VIRUS	1.5394256	0.544311
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	1.5393872	0.5389614
GO_REGULATION_OF_MUSCLE_ADAPTATION	1.5391788	0.5343635
GO_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	1.5382472	0.5330482
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	1.5381671	0.52805686
REACTOME_MEIOTIC_RECOMBINATION	1.5352042	0.5363879
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	1.5348743	0.53255755
GO_PEPTIDYL_CYSTEINE_MODIFICATION	1.5343701	0.52963316
GO_NLS_BEARING_PROTEIN_IMPORT_INTO_NUCLEUS	1.5337071	0.5273607
KEGG_TGF_BETA_SIGNALING_PATHWAY	1.5326536	0.52691495
GO_REGULATION_OF_CENTROSOME_DUPLICATION	1.5291275	0.5377033
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION	1.5262474	0.54588497
REACTOME_REGULATION_OF_INSULIN_SECRETION	1.5247391	0.5473224
GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	1.5232043	0.54902846
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	1.521545	0.5518428
GO_MEMBRANE_FUSION	1.5201344	0.55348915
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	1.5195507	0.551142
GO_MUSCLE_TISSUE_DEVELOPMENT	1.5184499	0.55129766
GO_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	1.5175887	0.5505669
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	1.5129402	0.56806815
GO_T_CELL_MEDIATED_CYTOTOXICITY	1.5096486	0.5786668
GO_CELL_AGING	1.5066737	0.588411
GO_PROTEIN_O_LINKED_GLYCOSYLATION	1.5057633	0.587879
GO_TOLERANCE_INDUCTION	1.5048145	0.5873947
GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION	1.5046768	0.58317435
GO_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	1.5039278	0.5823506
GO_POSITIVE_REGULATION_OF_CELL_KILLING	1.5023619	0.5848826
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	1.4998368	0.5923954
GO_LEARNING	1.4986261	0.59354043
REACTOME_CA_DEPENDENT_EVENTS	1.4984496	0.58973366
GO_PROTEIN_DEMANNOSYLATION	1.4959437	0.5970806
GO_SPECIFICATION_OF_SYMMETRY	1.4952563	0.59568167
GO_DENDRITE_MORPHOGENESIS	1.4947846	0.59345084
KEGG_APOPTOSIS	1.4942899	0.59126985
