NAME	NES	FDR.q.val
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	2.1942563	0.0048526577
REACTOME_KERATINIZATION	2.1839106	0.0036213726
GO_KERATINIZATION	2.174352	0.002819499
GO_ENTRY_INTO_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	2.1582067	0.003021432
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	2.1392918	0.0038613912
GO_CORNIFICATION	2.1324801	0.0038164386
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.1209102	0.0041255443
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	2.109122	0.0037620158
GO_POSITIVE_REGULATION_OF_WOUND_HEALING	2.079667	0.0052134776
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	2.0625358	0.0060121436
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	2.0277095	0.012793572
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	1.9974016	0.020488333
GO_REGULATION_OF_WOUND_HEALING	1.9924746	0.021137323
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1.9873914	0.021243658
GO_INTERACTION_WITH_HOST	1.9735696	0.026012545
GO_CYTOKINE_METABOLIC_PROCESS	1.9686288	0.0260394
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	1.9662114	0.025503915
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	1.9602745	0.026764195
GO_RESPONSE_TO_TYPE_I_INTERFERON	1.9520116	0.028464068
GO_REGULATION_OF_RESPONSE_TO_WOUNDING	1.9515239	0.027283693
GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS	1.9483604	0.026959216
GO_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1.946497	0.02677855
GO_SYNCYTIUM_FORMATION	1.9460515	0.025668
REACTOME_BMAL1:CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	1.9450674	0.025101606
REACTOME_LAMININ_INTERACTIONS	1.9414397	0.025837837
GO_SKIN_DEVELOPMENT	1.9146392	0.037391946
GO_PROTEIN_O_LINKED_GLYCOSYLATION	1.9079809	0.040381204
GO_VESICLE_BUDDING_FROM_MEMBRANE	1.9041661	0.041122314
GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY	1.9025272	0.040953152
GO_EPIDERMIS_DEVELOPMENT	1.8924332	0.045496617
GO_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	1.8911527	0.04488467
GO_O_GLYCAN_PROCESSING	1.8861067	0.046870705
GO_VESICLE_CARGO_LOADING	1.8787978	0.05004962
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	1.8771492	0.04968303
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	1.8770753	0.048297808
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.8708843	0.051240698
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	1.8600342	0.057989717
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1.8582977	0.057640135
GO_MEMBRANE_PROTEIN_PROTEOLYSIS	1.8533232	0.060115866
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	1.8517346	0.05987935
GO_AMINOGLYCAN_METABOLIC_PROCESS	1.8512404	0.059006754
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	1.8503753	0.058175005
GO_ACTIN_CYTOSKELETON_REORGANIZATION	1.8480867	0.05814133
GO_RESPONSE_TO_VIRUS	1.8438728	0.059905715
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	1.8418331	0.060151875
GO_GOLGI_VESICLE_BUDDING	1.8337656	0.06521064
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	1.8337228	0.06384846
GO_VESICLE_ORGANIZATION	1.8313243	0.06465509
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	1.8278087	0.06665645
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	1.8262227	0.0667453
REACTOME_CELL_JUNCTION_ORGANIZATION	1.8252286	0.066215575
