NAME	NES	FDR.q.val
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	2.8026502	0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	2.7926629	0
KEGG_ECM_RECEPTOR_INTERACTION	2.7199006	0
REACTOME_ECM_PROTEOGLYCANS	2.636123	0
GO_BLOOD_VESSEL_MORPHOGENESIS	2.635704	0
REACTOME_COLLAGEN_FORMATION	2.605015	0
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	2.6010368	0
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.5870306	0
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	2.5790186	0
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	2.5704758	0
REACTOME_COLLAGEN_DEGRADATION	2.5652256	0
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	2.5514128	0
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	2.5252576	0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	2.522157	0
GO_COLLAGEN_FIBRIL_ORGANIZATION	2.5197577	0
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	2.5114732	0
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.5081031	0
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	2.4944663	0
GO_ENDOTHELIAL_CELL_PROLIFERATION	2.4770389	0
GO_ENDOTHELIAL_CELL_MIGRATION	2.4694996	0
GO_INFLAMMATORY_RESPONSE	2.4670143	0
REACTOME_LAMININ_INTERACTIONS	2.433913	0
GO_SPROUTING_ANGIOGENESIS	2.4102063	0
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	2.4056969	0
GO_FORMATION_OF_PRIMARY_GERM_LAYER	2.4023874	0
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	2.4021919	0
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	2.398473	0
KEGG_FOCAL_ADHESION	2.394778	0
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	2.3936641	0
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	2.3927598	0
REACTOME_INTERFERON_GAMMA_SIGNALING	2.3763552	0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.3753192	0
GO_MACROPHAGE_ACTIVATION	2.3737237	0
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	2.3593433	0
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	2.3560836	0
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	2.3547013	0
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	2.3508637	0
GO_ENDODERM_FORMATION	2.349925	0
GO_RESPONSE_TO_TYPE_I_INTERFERON	2.3446012	0
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	2.3376462	0
GO_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS	2.329136	0
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	2.3277047	0
REACTOME_SYNDECAN_INTERACTIONS	2.32546	0
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	2.3165457	0
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	2.31338	0
GO_DEFENSE_RESPONSE_TO_VIRUS	2.3120115	0
GO_RESPONSE_TO_INTERFERON_GAMMA	2.3080802	0
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	2.3066351	0
REACTOME_INTERFERON_SIGNALING	2.2943785	0
GO_ENDODERM_DEVELOPMENT	2.2895715	0
GO_GROWTH_PLATE_CARTILAGE_DEVELOPMENT	2.2869368	0
GO_ARTERY_DEVELOPMENT	2.2827473	0
REACTOME_MET_PROMOTES_CELL_MOTILITY	2.273411	0
REACTOME_INTERLEUKIN_10_SIGNALING	2.2699876	0
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2.2663856	0
KEGG_LEISHMANIA_INFECTION	2.2643867	0
GO_VASCULOGENESIS	2.252756	2.8185364e-05
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	2.249714	2.769941e-05
GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE	2.24862	2.722993e-05
GO_AORTA_DEVELOPMENT	2.2427042	2.6776097e-05
GO_ENDOTHELIUM_DEVELOPMENT	2.2347615	2.6337146e-05
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	2.233625	2.5912352e-05
GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	2.2321928	2.5501044e-05
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	2.2284236	2.510259e-05
REACTOME_SIGNALING_BY_PDGF	2.2219841	2.4716397e-05
GO_RESPONSE_TO_VIRUS	2.2159204	2.4341907e-05
GO_REGULATION_OF_SPROUTING_ANGIOGENESIS	2.2149205	2.3978595e-05
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	2.2044551	4.722734e-05
KEGG_ALLOGRAFT_REJECTION	2.1994374	7.036014e-05
GO_ARTERY_MORPHOGENESIS	2.198348	6.9354996e-05
GO_ADAPTIVE_IMMUNE_RESPONSE	2.1969419	6.837816e-05
GO_RESPONSE_TO_AMYLOID_BETA	2.1933799	6.742847e-05
GO_REGULATION_OF_MACROPHAGE_ACTIVATION	2.1889408	0.00013451048
GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	2.1887906	0.00013269277
GO_WOUND_HEALING	2.187454	0.00015253587
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	2.1862142	0.00015052882
GO_POSITIVE_REGULATION_OF_LOCOMOTION	2.1852121	0.0001485739
GO_TISSUE_MIGRATION	2.1840682	0.00014666912
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	2.1827545	0.00014481253
KEGG_GRAFT_VERSUS_HOST_DISEASE	2.1786847	0.00014300237
GO_CELL_MATRIX_ADHESION	2.1753404	0.00014123692
GO_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE	2.1728647	0.00013951452
GO_REGULATION_OF_INFLAMMATORY_RESPONSE	2.1723814	0.00013783362
GO_CELL_SUBSTRATE_ADHESION	2.1697628	0.00013619274
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	2.1684551	0.00013459047
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	2.1684086	0.00013302547
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	2.1665423	0.00013149643
GO_LYMPHOCYTE_MEDIATED_IMMUNITY	2.164696	0.00013000215
KEGG_AUTOIMMUNE_THYROID_DISEASE	2.1596396	0.00016620559
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	2.1573524	0.00016435886
GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	2.1570702	0.00016255272
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	2.1555502	0.00016078584
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	2.1527991	0.00015905697
REACTOME_SIGNALING_BY_INTERLEUKINS	2.1518917	0.00015736488
REACTOME_ELASTIC_FIBRE_FORMATION	2.149288	0.00015570839
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	2.1469886	0.00015408643
GO_LYMPH_VESSEL_DEVELOPMENT	2.144115	0.00015249792
GO_CYTOKINE_SECRETION	2.1439555	0.0001509418
GO_REGULATION_OF_CELL_ACTIVATION	2.1398952	0.00014941714
GO_RESPONSE_TO_WOUNDING	2.136101	0.00018115797
GO_RESPONSE_TO_BACTERIUM	2.1345515	0.00017936432
GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	2.1337116	0.00017760585
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	2.1320415	0.00019186232
GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	2.127266	0.00022125499
GO_SKELETAL_SYSTEM_DEVELOPMENT	2.1207736	0.00029723276
GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	2.119578	0.0002944287
GO_NEUTROPHIL_MIGRATION	2.1186035	0.00029167702
GO_ORGAN_GROWTH	2.1119668	0.0003200841
REACTOME_NCAM1_INTERACTIONS	2.1094754	0.0003629326
GO_LYMPH_VESSEL_MORPHOGENESIS	2.1090174	0.0003596332
GO_PLATELET_ACTIVATION	2.1049418	0.00038620364
GO_BONE_DEVELOPMENT	2.1036432	0.0003827554
GO_PLATELET_DEGRANULATION	2.1033535	0.0003793682
GO_COMPLEMENT_ACTIVATION	2.103306	0.00037604038
KEGG_HEMATOPOIETIC_CELL_LINEAGE	2.1016839	0.00037277048
GO_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT	2.0990167	0.00039807367
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	2.098817	0.0003946713
GO_POSITIVE_REGULATION_OF_WOUND_HEALING	2.0983605	0.00039132667
GO_B_CELL_MEDIATED_IMMUNITY	2.0970764	0.0003880382
