NAME	NES	FDR.q.val
GO_HUMORAL_IMMUNE_RESPONSE	2.682105	0
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2.6563184	0
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	2.6314273	0
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	2.6293697	0
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	2.6154072	0
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	2.605634	0
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.6055803	0
GO_BLOOD_VESSEL_MORPHOGENESIS	2.583063	0
GO_ANTIMICROBIAL_HUMORAL_RESPONSE	2.579655	0
REACTOME_ECM_PROTEOGLYCANS	2.576415	0
GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	2.5627155	0
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	2.5581672	0
GO_CYTOKINE_SECRETION	2.5497007	0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	2.5490735	0
GO_RESPONSE_TO_INTERFERON_GAMMA	2.5456297	0
GO_ENDOTHELIAL_CELL_PROLIFERATION	2.5398357	0
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	2.5278604	0
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.5171735	0
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	2.5090535	0
GO_RESPONSE_TO_BACTERIUM	2.4980416	0
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	2.4883125	0
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	2.4826527	0
GO_ADAPTIVE_IMMUNE_RESPONSE	2.4671757	0
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	2.457697	0
KEGG_LEISHMANIA_INFECTION	2.455532	0
GO_MACROPHAGE_ACTIVATION	2.45164	0
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	2.4426906	0
GO_MYELOID_LEUKOCYTE_MIGRATION	2.4416783	0
