NAME	NES	FDR.q.val
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	2.2413723	0.006233556
GO_LYMPHOCYTE_HOMEOSTASIS	2.0241497	0.108063094
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	2.0205786	0.07414856
GO_POSITIVE_REGULATION_OF_CELL_KILLING	1.9921143	0.078488596
GO_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	1.961934	0.09938739
REACTOME_DAP12_INTERACTIONS	1.9400133	0.10929944
GO_REGULATION_OF_AMINO_ACID_TRANSPORT	1.9139627	0.13375703
GO_LEUKOCYTE_HOMEOSTASIS	1.8915372	0.15528783
GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	1.8856604	0.14740095
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	1.840251	0.22539757
GO_B_CELL_HOMEOSTASIS	1.8385643	0.20905599
GO_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	1.8373889	0.193574
GO_CELL_KILLING	1.8142153	0.23481551
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.8105232	0.22803856
GO_REGULATION_OF_CELL_KILLING	1.7834244	0.29206517
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	1.7803563	0.28349158
GO_PHOTORECEPTOR_CELL_DEVELOPMENT	1.7763672	0.27868965
GO_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	1.7692786	0.2831131
GO_RESPONSE_TO_STEROL	1.7630221	0.28728002
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1.7585666	0.28614184
GO_CELLULAR_EXTRAVASATION	1.7576716	0.2753349
GO_RESPONSE_TO_ELECTRICAL_STIMULUS	1.7379941	0.31812748
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	1.7359524	0.31049025
GO_T_CELL_MEDIATED_CYTOTOXICITY	1.7348566	0.3008438
GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY	1.7120475	0.363365
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION	1.7052131	0.37355027
GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT	1.7034715	0.3656533
GO_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	1.685449	0.41837946
KEGG_VIRAL_MYOCARDITIS	1.6828969	0.41399336
