NAME	NES	FDR.q.val
REACTOME_SELENOAMINO_ACID_METABOLISM	2.5848966	0
KEGG_RIBOSOME	2.4914787	0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	2.4738984	0
REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	2.4087782	0
REACTOME_RRNA_PROCESSING	2.3945904	0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	2.3717694	0
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	2.366806	0
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	2.3653395	0
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.3492095	0.00010102041
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.2740028	0.00018225615
GO_TRANSLATIONAL_INITIATION	2.2572045	0.0001656874
GO_RRNA_METABOLIC_PROCESS	2.1951067	0.0003029134
REACTOME_SIGNALING_BY_RETINOIC_ACID	2.1932979	0.00027961237
GO_RIBOSOME_BIOGENESIS	2.187262	0.0003237638
GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	2.1767588	0.0003629468
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.1762545	0.0003402626
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	2.17625	0.0003202472
GO_CELL_FATE_DETERMINATION	2.141265	0.0009015399
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	2.137993	0.0009478822
GO_MATURATION_OF_SSU_RRNA	2.115938	0.0012591581
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	2.113315	0.0013286567
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	2.1041963	0.00155664
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	2.101468	0.0015673401
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	2.0999775	0.0015020343
GO_NCRNA_METABOLIC_PROCESS	2.0864213	0.0018023351
GO_NCRNA_PROCESSING	2.0778446	0.0019757042
GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_	2.056279	0.002840863
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.0418525	0.003419089
GO_PROTEIN_TARGETING_TO_MEMBRANE	2.0177147	0.0055127223
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	2.0121725	0.005841833
GO_VIRAL_GENE_EXPRESSION	2.004532	0.0061484417
REACTOME_INFLUENZA_INFECTION	1.9913903	0.007733145
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	1.983228	0.008511579
GO_AMINO_ACID_ACTIVATION	1.959353	0.011954575
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	1.9483482	0.013830836
GO_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	1.9456732	0.0141003
REACTOME_TRNA_AMINOACYLATION	1.9329401	0.016498182
GO_COLLAGEN_FIBRIL_ORGANIZATION	1.9287926	0.017344682
GO_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	1.9281262	0.017038861
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1.9146007	0.020037863
REACTOME_TRANSLATION	1.9044281	0.022764796
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	1.8997289	0.023875855
GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	1.8907804	0.026488975
GO_ARTERY_DEVELOPMENT	1.8885405	0.026337782
GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	1.8693825	0.033193883
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	1.8574612	0.038271092
GO_TRNA_METHYLATION	1.8509483	0.040906277
GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.8496029	0.040638547
GO_CHONDROCYTE_DIFFERENTIATION	1.8433362	0.043370046
REACTOME_ELASTIC_FIBRE_FORMATION	1.8396374	0.04449049
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	1.8352982	0.046321265
GO_TRNA_METABOLIC_PROCESS	1.8301126	0.04844507
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS	1.8264089	0.04989737
GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	1.8232464	0.05066155
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	1.823094	0.04985453
GO_COMPLEMENT_ACTIVATION	1.8104514	0.05698811
GO_RIBOSOME_ASSEMBLY	1.7984257	0.06343032
GO_AORTA_DEVELOPMENT	1.7965214	0.063736
GO_VITAMIN_METABOLIC_PROCESS	1.788052	0.06879057
GO_PROSTANOID_BIOSYNTHETIC_PROCESS	1.7873114	0.06823237
GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	1.7832786	0.07060741
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	1.7829956	0.06964388
GO_NEGATIVE_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION	1.776411	0.07359071
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	1.7723402	0.07578062
REACTOME_SIGNALING_BY_BMP	1.7590086	0.08704468
GO_EMBRYONIC_HEMOPOIESIS	1.7562689	0.08810604
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	1.7446111	0.09898385
GO_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	1.7387385	0.10365391
GO_CHEMOKINE_PRODUCTION	1.73637	0.10447349
GO_ARTERY_MORPHOGENESIS	1.730718	0.109294645
GO_REGULATION_OF_CARTILAGE_DEVELOPMENT	1.7273735	0.111388884
GO_CONNECTIVE_TISSUE_DEVELOPMENT	1.7266662	0.1104803
GO_REGULATION_OF_TRANSLATIONAL_FIDELITY	1.7256802	0.110076636
GO_ANIMAL_ORGAN_FORMATION	1.7243629	0.109945424
GO_RNA_METHYLATION	1.7212203	0.11188165
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	1.7201211	0.11175075
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	1.7188164	0.111752614
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	1.7171786	0.112394616
GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	1.7167705	0.11137344
GO_MELANOCYTE_DIFFERENTIATION	1.7140994	0.11295218
GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	1.7128628	0.112795345
GO_EXTRACELLULAR_MATRIX_ASSEMBLY	1.7111154	0.11357967
GO_REGULATION_OF_STEROID_METABOLIC_PROCESS	1.710678	0.11291589
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	1.7100242	0.112288214
GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	1.7035172	0.118623726
GO_ASTROCYTE_DIFFERENTIATION	1.6978668	0.123338215
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	1.697284	0.12254347
GO_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	1.6941351	0.12463282
GO_MRNA_TRANSCRIPTION	1.6914846	0.12658402
GO_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	1.685563	0.13223805
GO_UROGENITAL_SYSTEM_DEVELOPMENT	1.6849451	0.13140662
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.6805775	0.13596906
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	1.6796038	0.13565212
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	1.6697057	0.1472797
GO_RESPONSE_TO_PROSTAGLANDIN	1.6671022	0.14919381
GO_RENAL_SYSTEM_DEVELOPMENT	1.6666069	0.1483823
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	1.6663122	0.14724244
GO_HIPPO_SIGNALING	1.6657019	0.14645767
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	1.661722	0.15051933
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	1.6591765	0.15262447
REACTOME_ECM_PROTEOGLYCANS	1.6549373	0.15655054
REACTOME_ACTIVATION_OF_SMO	1.6524928	0.15857385
GO_TRNA_PROCESSING	1.6516167	0.15826742
GO_ICOSANOID_BIOSYNTHETIC_PROCESS	1.6512121	0.15729158
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	1.6487263	0.15915212
REACTOME_COLLAGEN_FORMATION	1.6430782	0.16549763
GO_SENSORY_ORGAN_DEVELOPMENT	1.6425824	0.16480866
REACTOME_SIGNALING_BY_PDGF	1.6424471	0.16348341
GO_AORTA_MORPHOGENESIS	1.6345997	0.17381479
KEGG_ARACHIDONIC_ACID_METABOLISM	1.6334144	0.1740629
GO_CARTILAGE_DEVELOPMENT	1.631354	0.17562072
