NAME	NES	FDR.q.val
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	2.8545203	0
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	2.8082128	0
REACTOME_COLLAGEN_FORMATION	2.7412014	0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	2.693942	0
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	2.630718	0
GO_COLLAGEN_FIBRIL_ORGANIZATION	2.5397034	0
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	2.5340214	0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	2.5222383	0
GO_BLOOD_VESSEL_MORPHOGENESIS	2.513171	0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	2.473102	0
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.4729683	0
KEGG_RIBOSOME	2.4668798	0
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	2.4459996	0
GO_CARDIOVASCULAR_SYSTEM_DEVELOPMENT	2.4279492	0
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2.403868	0
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	2.394489	0
GO_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	2.3943431	0
REACTOME_ECM_PROTEOGLYCANS	2.3898625	0
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	2.3886075	0
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	2.385514	0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	2.384667	0
GO_INFLAMMATORY_RESPONSE	2.3747108	0
GO_TISSUE_REMODELING	2.3745966	0
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	2.3738258	0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	2.3624609	0
KEGG_ECM_RECEPTOR_INTERACTION	2.359038	0
GO_GLAND_MORPHOGENESIS	2.3269548	0
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	2.3220255	0
GO_REGULATION_OF_OSSIFICATION	2.3170483	0
KEGG_HEMATOPOIETIC_CELL_LINEAGE	2.311422	0
GO_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	2.3032494	0
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	2.3015008	0
REACTOME_COLLAGEN_DEGRADATION	2.2892475	3.547528e-05
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.2876117	3.4431894e-05
GO_EXTRACELLULAR_MATRIX_ASSEMBLY	2.255547	3.3448126e-05
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	2.2552352	3.251901e-05
GO_ENDOTHELIUM_DEVELOPMENT	2.2534902	3.1640117e-05
REACTOME_ELASTIC_FIBRE_FORMATION	2.2521048	3.080748e-05
GO_LEUKOCYTE_MIGRATION	2.2469273	5.9930422e-05
GO_MUSCLE_ORGAN_MORPHOGENESIS	2.2468104	5.8432164e-05
GO_CARDIAC_VENTRICLE_MORPHOGENESIS	2.2462876	5.7006986e-05
GO_CONNECTIVE_TISSUE_DEVELOPMENT	2.2444584	5.5649678e-05
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	2.2430582	5.4355496e-05
REACTOME_SELENOAMINO_ACID_METABOLISM	2.2417982	5.3120148e-05
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	2.2407937	5.19397e-05
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	2.2392838	5.0810573e-05
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	2.238655	4.97295e-05
REACTOME_SYNDECAN_INTERACTIONS	2.237489	4.869347e-05
GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	2.235343	4.7699727e-05
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	2.2348006	4.674573e-05
