NAME	NES	FDR.q.val
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	2.4360871	0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.3219159	0
GO_T_CELL_MEDIATED_CYTOTOXICITY	2.3084257	0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.1842449	0.0011181992
GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	2.1826575	0.0008945594
GO_CELL_KILLING	2.1702676	0.00089504034
GO_REGULATION_OF_CELL_KILLING	2.1697876	0.0007671774
GO_RESPONSE_TO_TYPE_I_INTERFERON	2.169786	0.0006712802
GO_POSITIVE_REGULATION_OF_CELL_KILLING	2.159689	0.0006964795
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	2.147828	0.0009831451
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.1452327	0.0009745065
GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY	2.1437607	0.0009669503
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	2.129815	0.0010307147
KEGG_VIRAL_MYOCARDITIS	2.050521	0.00591231
GO_T_CELL_MEDIATED_IMMUNITY	2.0438695	0.0062397923
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	1.9957522	0.01400974
GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1.9899752	0.014721915
GO_CELLULAR_DEFENSE_RESPONSE	1.9897612	0.013953942
GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	1.943495	0.028187899
REACTOME_DAP12_INTERACTIONS	1.9340744	0.03128823
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1.9332138	0.030140787
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1.9232607	0.0331541
GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.896845	0.046709094
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	1.8943561	0.046595633
GO_NATURAL_KILLER_CELL_ACTIVATION	1.8847978	0.05215441
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	1.8722746	0.06024937
KEGG_CELL_ADHESION_MOLECULES_CAMS	1.8394706	0.09219971
REACTOME_INTERFERON_GAMMA_SIGNALING	1.8298199	0.10205296
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	1.821575	0.110040635
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1.8132836	0.11819555
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.8111614	0.11765703
GO_ENDOCRINE_SYSTEM_DEVELOPMENT	1.8077216	0.119497575
GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION	1.7923148	0.14013916
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	1.7861453	0.14613028
GO_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	1.7576783	0.20251563
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	1.752941	0.20743746
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	1.7525059	0.2029251
GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	1.747434	0.20966244
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.7438773	0.21196698
GO_LYMPHOCYTE_MEDIATED_IMMUNITY	1.7399848	0.21501791
GO_CELL_FATE_COMMITMENT	1.7370179	0.21734986
GO_DIGESTIVE_TRACT_MORPHOGENESIS	1.735569	0.21562436
GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.7277683	0.22972345
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.7258186	0.23010717
GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	1.7109011	0.26416057
GO_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	1.7095237	0.26195684
GO_RESPONSE_TO_PROGESTERONE	1.6948736	0.29864565
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	1.693959	0.2950304
GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION	1.6870761	0.3106084
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	1.6844646	0.31269452
REACTOME_DEPURINATION	1.6831394	0.31058618
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1.672177	0.34013817
GO_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	1.671351	0.33671153
KEGG_ENDOCYTOSIS	1.6662285	0.34880534
GO_NEGATIVE_REGULATION_OF_GLIOGENESIS	1.6616663	0.35871547
GO_HUMORAL_IMMUNE_RESPONSE	1.6612301	0.35364258
GO_RESPONSE_TO_INTERFERON_GAMMA	1.6571475	0.3622017
GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	1.6523467	0.37248087
GO_CELL_FATE_SPECIFICATION	1.6502265	0.37372237
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	1.6501751	0.3677183
GO_MACROPHAGE_MIGRATION	1.6314713	0.4321773
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1.6306998	0.4282578
GO_NUCLEOTIDE_PHOSPHORYLATION	1.6299591	0.4242889
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	1.6291043	0.42085376
GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	1.6290079	0.4147812
GO_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1.6282386	0.41130692
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	1.6257701	0.41389897
GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.6241974	0.41327873
GO_ADAPTIVE_IMMUNE_RESPONSE	1.6240106	0.40804598
GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	1.6205504	0.4154719
GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	1.6195291	0.41341168
GO_MACROPHAGE_CHEMOTAXIS	1.6151755	0.4243707
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	1.6151198	0.4187671
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	1.6061708	0.4493642
