NAME	NES	FDR.q.val
GO_RIBOSOME_BIOGENESIS	2.7436419	0
REACTOME_RRNA_PROCESSING	2.690035	0
REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	2.6665204	0
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	2.6551704	0
REACTOME_TRANSLATION	2.615498	0
REACTOME_DNA_REPLICATION	2.6040475	0
REACTOME_DNA_REPLICATION_PRE_INITIATION	2.5868945	0
GO_RRNA_METABOLIC_PROCESS	2.5421803	0
REACTOME_S_PHASE	2.5315864	0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.505396	0
GO_REGULATION_OF_WOUND_HEALING	2.4974778	0
GO_TRANSLATIONAL_TERMINATION	2.4894521	0
GO_NCRNA_METABOLIC_PROCESS	2.486073	0
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	2.4841123	0
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	2.479	0
GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	2.4658234	0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.4587903	0
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	2.4583848	0
REACTOME_INFLUENZA_INFECTION	2.4577796	0
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	2.439013	0
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	2.43838	0
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	2.4351847	0
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	2.4280663	0
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C:CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	2.4247296	0
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	2.422428	0
GO_REGULATION_OF_COAGULATION	2.421773	0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.418161	0
GO_OXIDATIVE_PHOSPHORYLATION	2.414632	0
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	2.4113865	0
GO_NEGATIVE_REGULATION_OF_COAGULATION	2.4087024	5.7566824e-05
GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	2.4086547	5.570983e-05
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	2.4083793	5.3968895e-05
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	2.4020035	5.2333475e-05
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	2.4004376	5.0794253e-05
GO_MITOCHONDRIAL_GENE_EXPRESSION	2.4001186	4.934299e-05
KEGG_P53_SIGNALING_PATHWAY	2.3999276	4.7972353e-05
GO_MITOCHONDRIAL_TRANSLATION	2.3999195	4.6675803e-05
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	2.3994412	4.5447494e-05
REACTOME_MITOCHONDRIAL_TRANSLATION	2.3965683	4.4282173e-05
REACTOME_MITOTIC_G1_G1_S_PHASES	2.3956869	4.3175118e-05
GO_NCRNA_PROCESSING	2.390827	4.2122065e-05
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	2.3895845	4.1119158e-05
REACTOME_APC_C:CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C:CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	2.3890162	4.01629e-05
KEGG_PROTEASOME	2.3788114	3.9250106e-05
GO_MAMMARY_GLAND_MORPHOGENESIS	2.367868	3.8377882e-05
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	2.3664918	3.7543577e-05
