NAME	NES	FDR.q.val
GO_POSITIVE_REGULATION_OF_AXON_EXTENSION	1.9455847	0.28803343
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1.9160569	0.25609347
GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1.909932	0.18752192
GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	1.8932414	0.1800907
GO_POSITIVE_REGULATION_OF_AXONOGENESIS	1.8830397	0.17041303
GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION	1.8824837	0.14311801
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	1.8783219	0.13071619
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	1.86291	0.14208531
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	1.8582358	0.13448313
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1.8111768	0.23350938
REACTOME_COLLAGEN_DEGRADATION	1.8108923	0.21295382
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	1.7912238	0.25080726
GO_REGULATION_OF_AXONOGENESIS	1.7826394	0.25584224
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1.78204	0.23963627
GO_REGULATION_OF_AXON_GUIDANCE	1.7707776	0.25432342
GO_REGULATION_OF_GLUCONEOGENESIS	1.7686937	0.24370854
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	1.7682198	0.23097971
GO_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	1.7635602	0.23056039
GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	1.7628381	0.22025663
GO_INTERMEDIATE_FILAMENT_BASED_PROCESS	1.7416269	0.26866862
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1.7413431	0.25666645
GO_AXON_EXTENSION	1.7297405	0.27995166
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.7251189	0.28206232
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1.7176695	0.292756
GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	1.7122674	0.29783678
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	1.7011758	0.32416326
GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	1.6923906	0.34162688
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	1.681004	0.37174806
