NAME	NES	FDR.q.val
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.4600062	0
GO_REGULATION_OF_CHROMOSOME_SEGREGATION	2.4103172	0
GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	2.3798041	0
GO_RESPONSE_TO_TYPE_I_INTERFERON	2.3074315	0
GO_B_CELL_MEDIATED_IMMUNITY	2.2979403	0
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	2.2549272	0.0004608257
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	2.2492206	0.000784619
GO_REGULATION_OF_CHROMOSOME_SEPARATION	2.239073	0.0006865416
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	2.2321975	0.00076224917
REACTOME_CELL_CYCLE_CHECKPOINTS	2.2285886	0.00068602426
GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	2.2205641	0.0007486215
GO_CENTROMERE_COMPLEX_ASSEMBLY	2.214199	0.0008010663
GO_COMPLEMENT_ACTIVATION	2.2114515	0.0007394458
GO_RESPONSE_TO_INTERFERON_ALPHA	2.2087173	0.0006866282
GO_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	2.207189	0.00064085296
GO_RESPONSE_TO_INTERFERON_GAMMA	2.206063	0.000683286
REACTOME_INTERFERON_SIGNALING	2.2023141	0.0007227191
GO_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	2.1806598	0.0009858613
GO_LYMPHOCYTE_MEDIATED_IMMUNITY	2.1769257	0.0009339739
REACTOME_COMPLEMENT_CASCADE	2.16106	0.0012276091
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	2.1452034	0.0016929641
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	2.127066	0.002174708
GO_CHROMOSOME_SEPARATION	2.1243832	0.0022574277
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	2.1095219	0.0025026759
GO_CELL_CYCLE_DNA_REPLICATION	2.106464	0.0026821292
KEGG_PRIMARY_IMMUNODEFICIENCY	2.0951715	0.0031616108
GO_NUCLEAR_DNA_REPLICATION	2.080779	0.004006893
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	2.0735197	0.0043511465
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.069125	0.0043443353
GO_CHROMATIN_REMODELING_AT_CENTROMERE	2.0601163	0.0047067315
GO_SISTER_CHROMATID_SEGREGATION	2.0536168	0.0051337993
GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	2.046238	0.0056158016
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	2.043958	0.0056101503
GO_NUCLEAR_CHROMOSOME_SEGREGATION	2.040491	0.0056900373
GO_DEFENSE_RESPONSE_TO_VIRUS	2.040347	0.0055274647
REACTOME_MITOTIC_PROMETAPHASE	2.038108	0.0056401314
GO_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	2.0363998	0.0055239317
GO_KINETOCHORE_ORGANIZATION	2.0339012	0.0056647044
GO_MEIOTIC_CHROMOSOME_SEGREGATION	2.0291655	0.0059731267
REACTOME_DNA_REPLICATION_PRE_INITIATION	2.0265384	0.0060289665
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	2.0190341	0.0063506793
GO_CHROMOSOME_SEGREGATION	2.017265	0.006396447
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	2.012432	0.006785234
GO_RESPONSE_TO_INTERFERON_BETA	2.0102246	0.006911145
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	2.009156	0.006848315
GO_RESPONSE_TO_VIRUS	2.0086184	0.0067590512
GO_ADAPTIVE_IMMUNE_RESPONSE	2.0084984	0.006702974
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	2.0046234	0.006902775
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	2.0035307	0.0068478473
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	1.9981707	0.0072899316
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	1.9916234	0.007949907
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	1.9910835	0.007822747
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	1.9832686	0.008290732
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	1.9815626	0.008365999
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	1.9709918	0.0093843695
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	1.9641926	0.010092107
GO_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	1.9636984	0.010034318
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	1.9620951	0.0101912245
GO_HISTONE_EXCHANGE	1.9596698	0.010415094
REACTOME_DNA_REPLICATION	1.9534211	0.011039779
GO_DNA_DEPENDENT_DNA_REPLICATION	1.952566	0.010927184
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	1.9487331	0.011459933
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	1.9453732	0.011757679
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C:CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	1.9340523	0.013631075
GO_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.9308478	0.014030227
GO_SISTER_CHROMATID_COHESION	1.9229535	0.015226237
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	1.9221092	0.015285382
GO_KINETOCHORE_ASSEMBLY	1.9181863	0.015827412
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	1.9135898	0.016648402
GO_IMMUNOGLOBULIN_PRODUCTION	1.9090196	0.017388318
GO_INTERSTRAND_CROSS_LINK_REPAIR	1.9081801	0.017277569
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	1.9065553	0.017435733
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	1.904328	0.017494136
GO_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	1.9004062	0.018035244
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1.8990711	0.018157216
GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	1.8948152	0.019128997
GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	1.8930483	0.01934224
GO_REGULATION_OF_B_CELL_DIFFERENTIATION	1.8822205	0.022124028
REACTOME_G2_M_CHECKPOINTS	1.8771421	0.023022378
GO_MITOTIC_RECOMBINATION	1.8768958	0.02276846
REACTOME_INTERFERON_GAMMA_SIGNALING	1.8749566	0.02294302
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	1.8671082	0.025052616
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	1.8651863	0.025211042
REACTOME_G0_AND_EARLY_G1	1.8562863	0.027648648
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.8522197	0.028498162
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.8521955	0.028166786
GO_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION	1.8516575	0.028062088
GO_CELLULAR_RESPONSE_TO_VIRUS	1.849892	0.028287072
REACTOME_DNA_STRAND_ELONGATION	1.8449043	0.029629001
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	1.8423603	0.030056661
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	1.8367971	0.031918358
GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.8356265	0.03204472
GO_MITOTIC_NUCLEAR_DIVISION	1.8341823	0.03215711
REACTOME_CELL_CYCLE_MITOTIC	1.8330992	0.03224087
GO_DNA_REPLICATION_CHECKPOINT	1.8322	0.032359507
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	1.8315501	0.032332517
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	1.8248789	0.03425604
GO_DNA_REPLICATION_INITIATION	1.8186572	0.03663152
GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.8157198	0.037533633
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	1.8128128	0.03833441
REACTOME_DAP12_INTERACTIONS	1.8105503	0.038887322
KEGG_ECM_RECEPTOR_INTERACTION	1.8068779	0.04003343
GO_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	1.8068451	0.03968482
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.8038611	0.040515613
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	1.8010615	0.041276034
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	1.7983371	0.041955885
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	1.7937614	0.043245226
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	1.7893991	0.044893306
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	1.7886071	0.044795718
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	1.7881013	0.04466034
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	1.786295	0.04494923
GO_ANTIGEN_PROCESSING_AND_PRESENTATION	1.7853806	0.04501146
GO_REGULATION_OF_ISOTYPE_SWITCHING	1.78488	0.044819634
REACTOME_MITOTIC_G1_G1_S_PHASES	1.7800559	0.046664394
GO_RIG_I_SIGNALING_PATHWAY	1.7796928	0.04640074
GO_RESPIRATORY_BURST	1.7790396	0.046283975
GO_DNA_REPLICATION	1.7782205	0.04621424
GO_MITOTIC_SPINDLE_ORGANIZATION	1.7739784	0.0475644
