source	target	is_metric	distance	metric_distance
Multiple sclerosis	Adenomatous polyps	True	0.8612821728818271	0.8612821728818271
Multiple sclerosis	Amyotrophic lateral sclerosis	True	0.824073675864687	0.824073675864687
Multiple sclerosis	Asthma	True	0.9050250720641226	0.9050250720641226
Multiple sclerosis	Autism	True	0.851012712538721	0.851012712538721
Multiple sclerosis	Borrelia burgdorferi infection	True	0.96583549178211	0.96583549178211
Multiple sclerosis	Crohn's disease	True	0.896533563500723	0.896533563500723
Multiple sclerosis	Glioblastoma	True	0.6765395551272421	0.6765395551272421
Multiple sclerosis	Huntington's disease	True	0.46920344264291597	0.46920344264291597
Multiple sclerosis	Hyperplastic polyps	True	0.85011643140457	0.85011643140457
Multiple sclerosis	Idiopathic pulmonary fibrosis	True	0.8642597711309811	0.8642597711309811
Multiple sclerosis	Down syndrome	True	0.8011535984545389	0.8011535984545389
Multiple sclerosis	Parkinson's disease	True	0.6281062855533711	0.6281062855533711
Multiple sclerosis	Ulcer	True	0.818928349113861	0.818928349113861
Multiple sclerosis	Schizophrenia	True	0.7904585229493201	0.7904585229493201
Multiple sclerosis	Sessile serrated polyps	True	0.822782907245383	0.822782907245383
Multiple sclerosis	Smoker	True	0.639013028777779	0.639013028777779
Multiple sclerosis	Papillary thyroid cancer	True	0.928956256627028	0.928956256627028
Multiple sclerosis	Ulcerative colitis	True	0.884077604814561	0.884077604814561
Adenomatous polyps	Colorectal cancer	True	0.6425785163225821	0.6425785163225821
Adenomatous polyps	Lymphocytic colitis	True	0.847407362094828	0.847407362094828
Adenomatous polyps	Muscular dystrophy	False	0.7817812709912351	0.3495142457877829
Adenomatous polyps	Parkinson's disease	True	0.847008540960211	0.847008540960211
Adenomatous polyps	Bipolar disorder	True	0.771901601567879	0.771901601567879
Adenomatous polyps	Ulcer	True	0.9181561764782051	0.9181561764782051
Adenomatous polyps	Autism	True	0.737639081025341	0.737639081025341
Adenomatous polyps	Breast cancer	True	0.771048214304772	0.771048214304772
Adenomatous polyps	Coeliac disease	True	0.780051481463422	0.780051481463422
Adenomatous polyps	Facioscapulohumeral muscular dystrophy	True	0.916783407096634	0.916783407096634
Adenomatous polyps	Familial dysautonomia	True	0.699930484081215	0.699930484081215
Adenomatous polyps	Glioblastoma	True	0.864853012485266	0.864853012485266
Adenomatous polyps	Huntington's disease	True	0.889878033561195	0.889878033561195
Adenomatous polyps	Hyperplastic polyps	True	0.6259628478521321	0.6259628478521321
Adenomatous polyps	Idiopathic pulmonary fibrosis	True	0.881006045062518	0.881006045062518
Adenomatous polyps	Ischemia	False	0.860994442707249	0.34951324578778287
